,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text
2581,boobies,ganjagoddess_X,1.33e+18,11-11-2020 06:26,3,,,1,Lots of boobies
862,ass cowboy,OgecckuuPoraLik,1.33e+18,11-11-2020 04:40,0,,,0,"I drive a Suzuki samurai, I wear big ass ornate cowboy boots, and I’m looking for justice."
53,ass,syrerevenge,1.33e+18,11-11-2020 06:55,0,,,0,she got ya ass
1711,Balls,bot_penis,1.33e+18,11-11-2020 07:08,0,,,1,She gave me blue balls now my penis a crip
1109,Bad Fuck,uhnotnic,1.33e+18,11-11-2020 06:41,0,,,0,when Bad Bunny dropped “X 100pre” life was good as fuck 😔
2515,bitch,palmangels8,1.33e+18,11-11-2020 07:26,0,,,1,Fortnite niggas be asking for nuts and bolts. Like bitch 😡 if I give you these nuts you better not bolt 🥴
197,Balls,HotFudgeEnema,1.33e+18,11-11-2020 07:17,1,,,0,Balls shouldn't have a sack they should each have a pocket somewhere in the bones for safety. Why are they just hanging out down there where anyone can get them
718,Dick for brains,twatterdoughnut,1.32e+18,04-11-2020 07:35,0,,,0,Loren Culp can suck a dick talking about how we don’t need comprehensive sex education. Worms for brains
2254,Aroused,BotsandXanax,1.33e+18,10-11-2020 18:45,0,,,1,"Once upon a time, Nora the insane brat went to seek his forture. An old drugged out stalker told Nora a story. 'Listen well' she said to Nora, 'to this aroused by Randi tale. ' Once upon a time, Nora the insane transtrender went to seek his forture. Nora went home.'"
716,Dick for brains,Lovebtwthelines,1.32e+18,04-11-2020 14:37,0,,,0,Explain the correlation? Y’all really have Dick for brains.
2422,Aroused,GoddessStarlig2,1.33e+18,10-11-2020 13:15,0,,,1,"I LOVE the way you squirm and whimper when you see my armpit. I know you want to put your face right in it, to fully…"
225,Balls,Paullycigar,1.33e+18,11-11-2020 07:08,3,,,0,Stop already Twitter you suck balls
2285,Aroused,DivaMattieA,1.33e+18,10-11-2020 18:05,8,,,1,am I supposed to be aroused or cheerful around faux sexy grinch
220,Balls,GOATxx11,1.33e+18,11-11-2020 07:10,0,,,0,These look like the bull balls they used to eat on fear factor
713,Dick for brains,LucasPBernard,1.32e+18,04-11-2020 19:46,0,,,0,"If you voted for , you have shit for brains. I'm sorry if that offends anyone. Actually no I'm not. Eat a dick, fucktards."
80,assbandit,_AssBandit_,1.32e+18,04-11-2020 11:38,1,,,0,no fuck keto
463,Breast Job,PinkyDonaldson,1.33e+18,09-11-2020 21:10,0,,,0,"Let this be a lesson, we’re all one life step from being needy. And I mean this in all sincerity. We’re all one cough…"
838,Aroused,cooleditphoto,1.33e+18,10-11-2020 13:18,0,,,0,"It probably was a female...Or, it's former owner was male and it just preferred men. Parrots are weird like that. Especi…"
1676,Balls,Mattiathegoat,1.33e+18,11-11-2020 07:20,0,,,1,balls balls on my face
130,Bad Fuck,jvzmineperez,1.33e+18,11-11-2020 06:53,1,,,0,seeing videos of myself sad as fuck makes me even feel bad for myself 😭😂
1916,boobs,DemonJongdae,1.33e+18,11-11-2020 08:08,1,,,1,Let me sit on your boobs 🥺
913,ass cowboy,PhoenixComrade,1.33e+18,09-11-2020 17:54,1,,,0,I like that! I wasn’t punk but a few of my “friends” were but I’m also a big ass gamer and one of the oldest anime’s I like would be cowboy bebop and gundam series.
1194,bastard,4taurus20,1.33e+18,11-11-2020 07:23,0,,,0,"Idiot Sun, Bastard Moon, Fat Ass Rising"
2195,Aroused,tha_uglyducklin,1.33e+18,10-11-2020 20:34,0,,,1,Humm! being asked to participate in a truth or dare den I was dare to suck a girl's nipple 😂. I did it tho…
563,cunt,SjWpoop,1.33e+18,11-11-2020 09:40,0,,,0,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.
1950,Breast Man,_nickgurrr,1.33e+18,11-11-2020 01:40,1,,,1,"I was probably the most wet I have ever been in my life. This man kissed all over my neck, breast, thighs, uhhhh"
2149,Aroused,jaesofamous,1.33e+18,10-11-2020 22:04,6,,,1,It’s manifestations while your orgasm. Either alone or with a partner. It’s best to use just your imagination to get aroused no porn or anything. You can set the mood with candles. I’d recommend music but with no words and a full moon is a plus
1203,bitch,Rhondayshaaa,1.33e+18,11-11-2020 07:27,0,,,0,“We’re better off as friends” be the worst to me.. like how yo bitch ass gonna tell me whats good for me?😂
234,Balls,stevieisaloser,1.33e+18,11-11-2020 07:05,0,,,0,"DM me offers, no low balls"
1993,cunnilingus,tim_thereverend,1.33e+18,11-11-2020 08:13,0,,,1,"This is my dog tentatively performing cunnilingus on a strangers dog. Hey, you asked."
176,Balls,pkmnlocator,1.33e+18,11-11-2020 07:21,0,,,0,Dodrio has been seen hiding behind Ed Balls.
933,ass,CaffeiNadedTV,1.33e+18,11-11-2020 06:56,0,,,0,"Beat this chick ass outside of the band room with a heavy ass backpack on my back, then beat her sister up in…"
1427,eat me,rachelm_en,1.33e+18,11-11-2020 10:50,0,,,0,double eat me
1562,AssMan,AssMan_1979,1.33e+18,11-11-2020 05:01,1,,,1,Smart butthole😼
937,ass,artbykimstagram,1.33e+18,11-11-2020 06:56,0,,,0,Evening = Good 👍 Ass = Dumb 👌👌👌
538,cunilingus,Cunilingus_,1.32e+18,03-11-2020 21:39,0,,,0,"80' | 3-2 | ¡¡¡GOOOOOOOOOOOL de cunilingus,Cunilingus_,1.32372E+18,03-11-2020 20:30,0,,,RT 25' | 1-0 | ¡¡¡GOOOOOOOOOOOL de"
1646,Bad Fuck,yoonjocs,1.33e+18,11-11-2020 05:05,0,,,1,he is so pretty 🥺 he looks so pretty and his stomach ugh I want to fuck him so bad 🥰
823,Aroused,gurlnouare,1.33e+18,10-11-2020 15:56,0,,,0,○sexually aroused ○happy ●what is the sole purpose of my existence? what is my life?
116,Bad Fuck,damnnmiya,1.33e+18,11-11-2020 07:07,0,,,0,"“You been through hell and back that’s why you bad as fuck, and you know you are” he said dat"
331,bitchtits,PhattyDevito,1.33e+18,07-11-2020 18:41,1,,,0,Bye Mango Von Bitchtits. Just pack your McDonalds and go away. YOU’RE FIRED!
765,Aroused,Mckotwo_,1.33e+18,10-11-2020 21:15,7,,,0,"We have a LSK President whom is aroused by rts and replies😂😂😂😂, what an era to be alive."
652,Cuntass,cuntass_chica,1.33e+18,09-11-2020 19:00,0,,,0,After me there is no upgrade
673,dick beaters,33rdhour,1.33e+18,10-11-2020 22:09,0,,,0,I'm fine with the whole not shaking hands thing. Get those dick beaters away from me.
701,Dick for brains,LexyMaciano,1.32e+18,06-11-2020 18:02,1,,,0,Who says things like this? Bitches really do have dick for brains
1851,bite me,LilHumptea,1.33e+18,11-11-2020 07:47,0,,,1,"If Kelly Oubre posterizes me, I would moan and bite my lips"
1114,Balls,DrewOfEarth,1.33e+18,11-11-2020 07:26,0,,,0,Sisig ......over pandesal. But pandesal w/ some butter and lightly baked is 🔥. Cheese balls deserve honorable mention.
1373,boobies,acarharttbeanie,1.33e+18,11-11-2020 06:10,0,,,0,if you . ♡ ° ♡ think °. ♡ . + that . ✵ ♡ ✷ ♡ ✧ all b…
606,cunt,DimejiWilliams1,1.33e+18,11-11-2020 08:12,0,,,0,Nah. Lil baby a weak ass cunt if he let pressure from these mad people get to him over that song. Cos it’s not actually a bad song tbh..
2296,Aroused,cyocum,1.33e+18,10-11-2020 17:48,0,,,1,"One eleventh-century Irish tract states that in heaven people will be naked but not sexually aroused by each other, which…"
1679,Balls,WhiteMa92777681,1.33e+18,11-11-2020 07:19,0,,,1,Women throw themselves at me but all I be catching is balls
129,Bad Fuck,0hnana__,1.33e+18,11-11-2020 06:54,0,,,0,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣just bad as fuck
1113,Balls,Rengarajan4,1.33e+18,11-11-2020 07:26,0,,,0,Rahul Gandhi is that 20-20 batsman who comes down to bat in 18th over and play 8 dot balls
1313,big butt,Fxtimothysykes,1.33e+18,11-11-2020 06:32,0,,,0,NIGHTLY REMINDER YOU CAN DO ANYTHING YOU SET YOUR MIND TO SO BE SURE TO DREAM BIG AND WORK YOUR BUTT OFF TO MAKE IT HAPPE…
596,cunt,WhoIsUmbriel,1.33e+18,11-11-2020 08:54,0,,,0,hey this is just a friendly reminder to not be cunt. have a nice day
2513,bitch,TatianaaaV13,1.33e+18,11-11-2020 07:27,0,,,1,This bitch said “it’s the being a mother and whore at the same time for me” 😂😂😂 I’m fuckin deadddd
2388,Aroused,sgiselle__,1.33e+18,10-11-2020 14:32,1,,,1,Yeah just like when a woman is aroused her clitoris grows and becomes bigger and some women have large clits. If it grows she’s just very much aroused.
1079,Bad Fuck,the_Fungai,1.33e+18,11-11-2020 06:49,0,,,0,Tryna fix your inner issues with a bad bitch Didn't they tell you that I was a savage? Fuck your white horse.
325,bitchtits,superkamio,1.33e+18,08-11-2020 08:22,0,,,0,"you lost fair and square, bitchtits. Twitter can't save you now"
1733,Balls,Alfredo42069,1.33e+18,11-11-2020 06:55,0,,,1,Not as big as my balls
920,ass,BlackVoice4u,1.33e+18,11-11-2020 06:56,0,,,0,"Yes, Greg this is &amp; would be racist. I'm not about to have this elementary ass discussion with u about race. If u want to learn more about real systemic racism, I suggest u research it instead of trying to find fault in twitter jokes."
2244,Aroused,sIowloving,1.33e+18,10-11-2020 19:02,0,,,1,or do they get aroused because every time they walk soupy poopy comes out their hole
2458,assblaster,assblaster_3000,1.33e+18,08-11-2020 08:12,1,,,1,what u even talking about babe what’s up
1794,big butt,NanixTheUknown,1.33e+18,11-11-2020 01:27,6,,,1,Hey...your butt is big
1056,Bad Fuck,celestiaIesbian,1.33e+18,11-11-2020 06:58,0,,,0,Fuck TikTok for making me see Christ*an W*Kler videos on my fyp. I’ve never wanted to hit someone with a telephone book this bad in my life
337,bitchtits,jackassnumber9,1.32e+18,06-11-2020 00:58,1,,,0,I forgot that bitchtits is in my autocorrect
527,butt,noor_ovais,1.33e+18,11-11-2020 08:22,0,,,0,PUSH OUT YOUR BACK PUT YOUR BUTT IN IT
1112,Balls,M00nlight_Melli,1.33e+18,11-11-2020 07:26,0,,,0,"(Levis probably crushing erwins balls rn but i dont think they care lol) Balls,rattoobig,1.32643E+18,11-11-2020 07:26,0,,,@DrYunYun """"Pride From Despair"""" from Yakuza Kiwami 2"
358,bite me,bite_me_06,1.33e+18,11-11-2020 07:30,0,,,0,WE WILL WIN!
1257,bitch,ChonchoKilla,1.33e+18,11-11-2020 07:26,0,,,0,This guy wants to block me on everything then egg my car like a bitch
1473,Aroused,GilPleebus,1.33e+18,11-11-2020 00:32,1,,,1,I am so fucking aroused.
262,bitch,paula_rodlieb,1.33e+18,11-11-2020 07:27,0,,,0,Bitch if plants can breathe you can too
2546,boobies,4stronut,1.33e+18,11-11-2020 07:44,1,,,1,in between the boobies it’s a win for the girls also nice small tattoos r the cutest
1209,bitch,carlabrevilla,1.33e+18,11-11-2020 07:27,0,,,0,I will NEVER ask a BITCH shy she doesn't like me Girl FUCK you and your reasons 🤣🤣
1106,Bad Fuck,DEEPAKQ5,1.33e+18,11-11-2020 06:43,0,,,0,I can’t fuck with bad energy. I identify it and remove it from my life without hesitation.
1402,cunt,LetsStartAgain3,1.33e+18,11-11-2020 09:08,0,,,0,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.
1304,big butt,glasthomebury,1.33e+18,11-11-2020 07:12,0,,,0,Omg I'm actually thinking trump is going to do this ... Shit it's looking better and better ❤️❤️ come on big boy get that pe…
1349,boobies,feeling_greys,1.33e+18,11-11-2020 07:31,0,,,0,"body: boobies, ass, hands and calves face: eyes eyebrows personality: i’m very funny but change mood too quickly and often get carried away but i’m p f cool extra: i’m bilingual and i have a very nice accent"
1931,boobs,snowiston,1.33e+18,11-11-2020 07:58,1,,,1,"— I want world peace... oh, and bigger boobs."
2282,Aroused,SpoilAngela,1.33e+18,10-11-2020 18:11,70,,,1,I might look and act like a cute schoolgirl today. But you understand that this is merely a disguise to lull you into a sense of security. Putting you in a position where you are extra vulnerable to findom. But you're too aroused to care isn't that right?
2120,Aroused,DrLaurieMintz,1.33e+18,10-11-2020 23:03,1,,,1,Interesting! Not heard this before but I have an educated guess. Maybe as you've aged you've gotten more comfortable with what you need and are waiting to have penetration until more aroused? Thoughts?
411,boobies,RAINMAN2024,1.33e+18,11-11-2020 06:00,1,,,0,they have boobies tho.
270,big butt,ItzBlxss,1.33e+18,11-11-2020 07:24,1,,,0,Exactly. And I envy you and your big butt.
140,Ball licker,HOOK_911,1.33e+18,11-11-2020 00:33,0,,,0,Doug you just a sheep. 🖕🏼🖕🏼 Dumps ball licker #FKTHEGOP. BTW YOUR NEXT TO EXIT.
1623,Bad Fuck,infernalbalance,1.33e+18,11-11-2020 06:26,0,,,1,"You is a bitch my g. You you wanted to fuck so bad but tbh, you ugly to me and ya Dick small. Truth be told. So no bitc…"
156,Ball licker,sweetesthabit,1.32e+18,06-11-2020 15:59,5,,,0,"""I have a feeling you're a ball licker. Suck my dick."
389,boobies,GameWar64,1.33e+18,11-11-2020 07:08,0,,,0,Boobies are great!
660,cuntfucker,artiekaytoo,1.32e+18,07-11-2020 06:45,0,,,0,"imagining the alternate universe where everyone is gay and ""cuntfucker"" is a well-known heterophobic slur esp. in rural areas"
2216,Aroused,dantaaylor,1.33e+18,10-11-2020 19:52,7,,,1,The most aroused I’ve been in years
1614,Bad Fuck,lonzoolougin,1.33e+18,11-11-2020 06:46,0,,,1,fuck that nigga you love so bad..
2375,Aroused,Infinitylies_,1.33e+18,10-11-2020 14:49,0,,,1,"A woman’s vagina expands when she’s aroused and her clitoris becomes larger when she is aroused... it’s normal, and if it h…"
1263,bitch,theslothbottoms,1.33e+18,11-11-2020 07:26,0,,,0,"AOC is not the most intelligent bitch to happen to our generation.but god damn, can u imagine the PROGRESS if our congress was stacked with beautiful minds like hers?"
4,Aroused,SickBamboo,1.33e+18,11-11-2020 06:20,0,,,0,I'm at a point in my life where I no longer get aroused looking at a girl's thighs.
1013,ass,sweetxlizzie,1.33e+18,11-11-2020 06:55,0,,,0,Trying to plan a weekend in LB....it’s almost like taking a whole ass vacation...
984,ass,drebutlerrr,1.33e+18,11-11-2020 06:55,0,,,0,My sleep schedule ass 👎🏾😓
773,Aroused,azzurri6522,1.33e+18,10-11-2020 20:23,3,,,0,"So, you have aroused alarm “by expressing alarm at alarming things”. Welcome to never, never trumpland."
569,cunt,Cherese871,1.33e+18,11-11-2020 09:32,0,,,0,Well I can counter this one they were about when we was younger lolol. My grandad was born during the war he's mixed race. I didn't know he was mixed race until I met his family at a partyfor the first time when I was 11. They were all white I was mad confused lol
961,ass,4Ddunk,1.33e+18,11-11-2020 06:56,0,,,0,Someone invent insect repellent but for toxic ass people
2092,Aroused,ShallowPear,1.33e+18,11-11-2020 01:26,3,,,1,I'm appalled and yet aroused.
1184,bastard,ningbojoe,1.33e+18,11-11-2020 07:24,0,,,0,HANSON!! Utter bastard!! Wake up QLD FFS!!!! BREAKING: Pauline Hanson has just done a deal with the LNP to allow employe…
35,ass,BabygirlB99,1.33e+18,11-11-2020 06:56,0,,,0,Same same same Also that mom is a bad ass and adorable I love her
2596,boobies,Jaysock2,1.33e+18,11-11-2020 05:59,1,,,1,Well if she wants to come over and pretend shes an ostrich while showing me her boobies im ok with it
1326,big butt,AceKushXXX,1.33e+18,11-11-2020 06:16,0,,,0,NIGHTLY REMINDER YOU CAN DO ANYTHING YOU SET YOUR MIND TO SO BE SURE TO DREAM BIG AND WORK YOUR BUTT OFF TO MAKE IT HAPPE…
543,cunnilingus,madrackcity,1.33e+18,11-11-2020 04:21,1,,,0,Cal cunnilingus send tweet
2129,Aroused,suibunnies,1.33e+18,10-11-2020 22:41,2,,,1,WAIT that's kinda cool tho.. he's getting aroused and suddenly WOOOSH wings. feathers. Pretty
2110,Aroused,YasmeenW85,1.33e+18,10-11-2020 23:19,0,,,1,"One eleventh-century Irish tract states that in heaven people will be naked but not sexually aroused by each other, which…"
919,ass,Lvrrify,1.33e+18,11-11-2020 06:56,0,,,0,"To qoute what said about Shego: “Shego, Shago, whatever your name is. Shit, I’ll get your ass prego,…"
66,ass,mikikiaa,1.33e+18,11-11-2020 06:54,0,,,0,duck ass never texted me back but nvm.
2209,Aroused,HVBITSLWT,1.33e+18,10-11-2020 20:12,0,,,1,u get aroused at like ppl crying or sobbing kinda
875,ass cowboy,kevinrsours,1.33e+18,11-11-2020 00:03,29,,,0,"From what Ken has said, Postal inspectors do not want to mess around, they don't want to cowboy it up, they don't want fame or glory, they just want to nail your ass to the wall and go home for dinner."
1409,cunt,DaveMilbo,1.33e+18,11-11-2020 09:07,0,,,0,Imagine name searching yourself on the terrible bird site and finding someone called you a cunt and having a cry abo…
2155,Aroused,Maxino77,1.33e+18,10-11-2020 21:48,0,,,1,"Too many men learn late in life that no matter how powerful sex may be in their lives, no matter how driven, how aroused, how intense their need for sex, it cannot take the place of love..."
2589,boobies,khaosxlt,1.33e+18,11-11-2020 06:13,0,,,1,yeah boobies
800,Aroused,sprag80,1.33e+18,10-11-2020 17:54,0,,,0,"The GOP does not have a good faith belief that the electoral outcome can be changed. They’re doing four things : rousing their already aroused base to hold Ga.; delegitimizing the Biden Admin.; sabotaging the transition to hurt Biden at the onset; and, massaging Trump’s ego."
38,ass,cisforceee_,1.33e+18,11-11-2020 06:56,0,,,0,"Work is kicking my ass, I’m ready to go"
86,assbandit,Rafikslife,1.32e+18,03-11-2020 15:42,2,,,0,"Navi , none of my love life tweets are remotely related to you"
1065,Bad Fuck,JellieJepsy,1.33e+18,11-11-2020 06:56,0,,,0,I'm back and that chief Simp Jaduong did get an L haha. He can fuck off !!! Buying flowers and parading a wet crack mercha…
1689,Balls,jayflo12021,1.33e+18,11-11-2020 07:15,0,,,1,lay ur weary balls to rest don’t u cum no more
1965,butt,gitson_shiggles,1.33e+18,11-11-2020 08:25,0,,,1,*seductively wipes butt for the viewing audience*
2250,Aroused,DamienAuthor,1.33e+18,10-11-2020 18:50,0,,,1,"#Erotica280 414 #EverydayErotica280 #prompt #WritingPrompt Tied to the bed, unable to move, being aroused from all sides. Her wildest fantasy coming true. The sensations winding up to fever pitch, driving her #crazy. She desperately craved the sweet, explosive release by now."
2081,Dick for brains,marleneesalas,1.32e+18,04-11-2020 15:34,0,,,1,But everyone be sucking his dick and balls because he did the bare minimum LMAO y’all really got worms for brains
1239,bitch,alyssamr97,1.33e+18,11-11-2020 07:26,0,,,0,My moms smartest advice for me is “pick and choose your battles” because a bitch like me is always ready to go to war with anyone!
2137,Aroused,rayray_hodes,1.33e+18,10-11-2020 22:26,1,,,1,I am AROUSED
923,ass,patsymariposa_,1.33e+18,11-11-2020 06:56,0,,,0,**Mayor of big ass foreheads**
386,boobies,ASHENJl,1.33e+18,11-11-2020 07:19,1,,,0,Me: can we not sexualise boobs? Also my mind 24/7: boobies he
1587,asslick,ce0la,1.33e+18,08-11-2020 09:02,0,,,1,Lol. Asslick much?
2065,Dick for brains,MMarine4,1.33e+18,10-11-2020 21:22,0,,,1,"I wonder if Old man trump has any dick left for the first lady? Fox News, bill barr , mitch the Bitch and Shit for Brains graham are always Suckin on it. Just wondering. SEMPER FI. 🍻🌭🍺🍕"
84,assbandit,_AssBandit_,1.32e+18,04-11-2020 02:04,5,,,0,really wanna have some super thicc chocy fudge cake or like strawberry shortcake damn
34,ass,RoseanneGarris3,1.33e+18,11-11-2020 06:56,0,,,0,I’ve never seen such a bunch of sorry ass sore losers
699,Dick for brains,zjgifford,1.33e+18,08-11-2020 04:05,1,,,0,I’m sorry Brian Kelly has dick for brains my god
2071,Dick for brains,scope_wrestling,1.32e+18,06-11-2020 16:12,0,,,1,"You need to get choppy-choppy your pee-pee, dick for brains."
628,Cuntass,cuntass_chica,1.33e+18,11-11-2020 04:09,1,,,0,Having a drink &amp; smoking by the water
935,ass,ferserker2,1.33e+18,11-11-2020 06:56,0,,,0,Probably reading white clover asta without thinking goes to fight zombies after gets his ass whiped by midnight sun members asta learns from it and in next arc we see him concentrating had used his power well also asta had better teamwork
837,Aroused,Kolker_David,1.33e+18,10-11-2020 13:27,3,,,0,"A mob, once aroused, is not easily tamed."
1233,bitch,thewhole36oz,1.33e+18,11-11-2020 07:26,0,,,0,😂😂😂 whole time that 1 bitch aint nothin like me... sooo she wont ever know no better 😌
2183,Aroused,Erotica280,1.33e+18,10-11-2020 21:02,0,,,1,"#Erotica280 414 #EverydayErotica280 #prompt #WritingPrompt Tied to the bed, unable to move, being aroused from all sides…"
2358,Aroused,PenLifeguard,1.33e+18,10-11-2020 15:34,0,,,1,I'm fully aroused right now!
1334,big butt,nexcip1,1.33e+18,11-11-2020 05:58,0,,,0,A new phrase added to international terminology 'lying like an armenian' Big butt donated 1 million USD. We 👉👌 that hip😁😂🇦🇿🇹🇷
207,Balls,lesterknopf,1.33e+18,11-11-2020 07:15,1,,,0,ah yes the balls
217,Balls,CWGRichards,1.33e+18,11-11-2020 07:11,0,,,0,Long mink bad balls covid klaxon.
2089,Aroused,Megaflare08,1.33e+18,11-11-2020 02:18,2,,,1,I don't know if I should be scared or awkwardly aroused.
1010,ass,Ayyorin_,1.33e+18,11-11-2020 06:55,0,,,0,Why my dumb ass just fell up the steps💀
1290,bitch,naslanafan,1.33e+18,11-11-2020 07:26,0,,,0,maybe i should block u
1068,Bad Fuck,ThereGoDizz,1.33e+18,11-11-2020 06:55,0,,,0,"Oh yea most definitely, im just saying shots rang out niggas scattered .. ion understand how da fuck out 30 niggas nobody was strapped up .. like, youd think quando nem get crowded and/or shit tf up bad"
1954,Breast Man,otimac04,1.33e+18,10-11-2020 19:52,1,,,1,Do not allow your man talk to another lady about his problems. A chest to cry on can become a breast to suck on. I come in peace
252,bitch,cberioss,1.33e+18,11-11-2020 07:27,0,,,0,A real bitch is hard to kome across
1648,Bad Fuck,ilovebaldwomen,1.33e+18,11-11-2020 04:55,6,,,1,i wanted to fuck nicki minaj so bad when anaconda came out
1011,ass,lilieslalisa5,1.33e+18,11-11-2020 06:55,0,,,0,“Lisa’s lines in byw is justified since she got the most line in IC” how come does this energy only apply to lisa? And one…
2435,Aroused,mezncfc,1.33e+18,10-11-2020 12:39,0,,,1,I’m aroused.
1639,Bad Fuck,Alayna100Alayna,1.33e+18,11-11-2020 05:38,0,,,1,I want to fuck you so bad right now.
120,Bad Fuck,przykr0mi,1.33e+18,11-11-2020 07:05,0,,,0,man fuck u for getting my day off to a bad start now i'm insecure
268,bitch,nina62662443,1.33e+18,11-11-2020 07:26,0,,,0,I can’t stand that bitch
1718,Balls,lvl12roadgirl,1.33e+18,11-11-2020 07:05,3,,,1,got this scar on my balls think it's time to cut off my dick
2140,Aroused,SexyCandyQuinn,1.33e+18,10-11-2020 22:17,0,,,1,"He promises to double my salary, and I’m eager to accept. I don’t ask about the sexy maid outfits he wants me to wear.…"
797,Aroused,jobutlerthomas,1.33e+18,10-11-2020 17:56,0,,,0,"It's aroused some controversy but it's good to see a well-deserved statue for Mary Wollstonecraft (1759-97), 'mother o…"
766,Aroused,SteveCarey17,1.33e+18,10-11-2020 21:13,0,,,0,Did Tudge get aroused with having power of life or death over Centrelink clients and likewise for Porter over condoning…
2247,Aroused,ThomasC12240927,1.33e+18,10-11-2020 19:00,3,,,1,"My first and only owner,described me as an""emotional pain pig""the more emotionally sadistic she was,the weaker more financially vulnerable i would always become,she literally became aroused when she said she could feel me""cornered and trapped""she would go for the financial throat"
15,Aroused,Fkbullz,1.33e+18,11-11-2020 04:27,0,,,0,glows when he's aroused
1673,Balls,rickymacFL,1.33e+18,11-11-2020 07:20,1,,,1,u look like my fucking balls
1841,bitchtits,therealrickluna,1.32e+18,04-11-2020 22:06,0,,,1,Ya know what's bad for our country? A president with bitchtits!
1594,asslicker,ronaldgodfrey5,1.33e+18,10-11-2020 18:15,0,,,1,Money grubbing asslicker.
39,ass,1DirtyDeee,1.33e+18,11-11-2020 06:56,0,,,0,Lmao niggaa can’t take a ass whooping
1864,bite me,jongninkim,1.33e+18,11-11-2020 07:12,0,,,1,"Correction, let me bite your cheeks."
914,ass,_AndersonKnight,1.33e+18,11-11-2020 06:56,0,,,0,Small ass world omg 😂
1989,cunilingus,GringoSimon,1.32e+18,06-11-2020 22:19,0,,,1,Why dont you stop fantasizing about performing cunilingus on a corpse and grow a pair.
275,big butt,FRIIII12,1.33e+18,11-11-2020 05:40,0,,,0,Yes you are fat but it doesn't mean you have a big butt lmfao.
653,Cuntass,cuntass_chica,1.33e+18,09-11-2020 19:00,0,,,0,If he lose me he definitely took a lost.
1353,boobies,Adorablebabybu1,1.33e+18,11-11-2020 07:04,0,,,0,if you . ♡ ° ♡ think °. ♡ . + that . ✵ ♡ ✷ ♡ ✧ all b…
1105,Bad Fuck,drethys,1.33e+18,11-11-2020 06:43,0,,,0,i wanna fuck her so bad
1811,big butt,Nikachu95,1.33e+18,10-11-2020 15:30,1,,,1,Maybe in his big butt lmao jk jk 🤡💕
1735,Balls,fettuccinedog,1.33e+18,11-11-2020 06:51,0,,,1,can i lick ur balls please
1452,Aroused,SeviriaCosplay,1.33e+18,11-11-2020 04:22,3,,,1,I’m scared and aroused
1584,asslick,askw88,1.33e+18,10-11-2020 10:28,2,,,1,Europe is ready...to asslick america again
1933,boobs,sleepy_tubbo,1.33e+18,11-11-2020 07:57,1,,,1,sigh i want to see boobs
1914,boobies,RaimuRappy,1.33e+18,11-11-2020 05:24,0,,,1,Grab my boobies
1442,Anal,_li450274625,1.33e+18,11-11-2020 06:41,1,,,1,How about emperor Xi? You must enjoy licking his anal😊😊😊
998,ass,Kathiec14,1.33e+18,11-11-2020 06:55,0,,,0,I truly did not think we'd be able to top Four Seasons Total Landscaping and yet here we are with Patti Labelle's Son I…
1412,dyke,_nooj_,1.33e+18,11-11-2020 10:35,0,,,0,"but less nuanced. More like “Hah look at you, dyke”"
2542,boobies,Chancey_77,1.33e+18,11-11-2020 07:47,0,,,1,Fun fact. D cup boobies weigh the equivalent to 2 bunnies :)
2445,Aroused,mewnlightkana,1.33e+18,10-11-2020 12:20,0,,,1,☀️: Oh? You got aroused? Didn't I tell you to not get aroused? But I'll let you go this time~ /strokes himself a bit more a…
1836,bitchtits,DrillMeaton,1.33e+18,08-11-2020 01:56,1,,,1,"Miraculously, despite the concave chest, Max Boot has bitchtits and erect nipples."
1231,bitch,abbs9491,1.33e+18,11-11-2020 07:26,0,,,0,we don’t talk about flicker enough. That bitch hurts my soul.
946,ass,_cheysha,1.33e+18,11-11-2020 06:56,0,,,0,foo i hate liars! biggest pet peeve. aint no reason to lie at this grown ass age.
2467,ass cowboy,Rumpcha,1.33e+18,11-11-2020 02:46,0,,,1,Only cowboy has an ass powerful enough to ride that stud Bento 🍑👀💦
1083,Bad Fuck,paida_garwe,1.33e+18,11-11-2020 06:48,1,,,0,Tryna fix your inner issues with a bad bitch Didn't they tell you that I was a savage? Fuck your white horse and a carriage
474,Breast Man,Cattvision,1.33e+18,11-11-2020 03:33,0,,,0,there’s a video of a man sucking breast milk out of breasts and a conversation about cock rings. i’m too saved for this.
1141,Balls,vams21,1.33e+18,11-11-2020 07:23,0,,,0,Mumbai Indians in IPL - Most Trophies (5) - Most Wins (120) - Most times table Toppers (4) - Most matches played (…
1871,bite me,LadySelwyn,1.33e+18,11-11-2020 06:39,0,,,1,Velouria can bite me all she likes.
2086,fuckup,tallbluehumans,1.33e+18,10-11-2020 10:07,0,,,1,"what a fuckup watching you and sue, with my 5 and 7 year olds, 5 year old y she making funny noise 7 year old she having an orgasm,"
114,assclown,RAODDO,1.33e+18,10-11-2020 03:57,0,,,0,By legacy do you mean assclown?
2185,Aroused,sivausha1980,1.33e+18,10-11-2020 20:58,0,,,1,Inner feelings aroused you..:-)
1728,Balls,h_ctor2001,1.33e+18,11-11-2020 06:57,0,,,1,does mike wazowski scratch his balls or his chin?
